turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.6235359732292247,0.06999442275515895
0,Yes,0.6098901098901099,0.46153846153846156
1,No,0.40511479221156643,0.04475443185120605
1,Yes,0.5749235474006116,0.5107033639143731
2,No,0.13746709564200058,0.061128985083357706
2,Yes,0.2979942693409742,0.5272206303724928
3,No,0.08634361233480176,0.08311306901615272
3,Yes,0.22865013774104684,0.27823691460055094
4,No,0.04839177050130397,0.060851926977687626
4,Yes,0.06624605678233439,0.06309148264984227
5,No,0.07665939545029604,0.04743083003952569
5,Yes,0.05989110707803993,0.1270718232044199
6,No,0.149812734082397,0.06674684305472038
6,Yes,0.046875,0.31343283582089554
7,No,0.09215686274509804,0.07188498402555911
7,Yes,0.028085106382978724,0.2647058823529412
8,No,0.08424908424908426,0.059301380991064176
8,Yes,0.012079378774805867,0.07291666666666667
9,No,0.04878048780487805,0.0374251497005988
9,Yes,0.004347826086956522,0.05
