turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.3053541550474066,0.06999442275515895
0,Yes,0.4010989010989011,0.46153846153846156
1,No,0.28625399593141526,0.04475443185120605
1,Yes,0.40978593272171254,0.5107033639143731
2,No,0.1807546066101199,0.061128985083357706
2,Yes,0.3037249283667622,0.5272206303724928
3,No,0.0933920704845815,0.08311306901615272
3,Yes,0.2699724517906336,0.27823691460055094
4,No,0.06403940886699508,0.060851926977687626
4,Yes,0.17034700315457413,0.06309148264984227
5,No,0.062032418952618455,0.04743083003952569
5,Yes,0.06306306306306306,0.1270718232044199
6,No,0.07508212106992022,0.06674684305472038
6,Yes,0.024083769633507852,0.31343283582089554
7,No,0.04007884362680683,0.07188498402555911
7,Yes,0.015017667844522967,0.2647058823529412
8,No,0.032407407407407406,0.059301380991064176
8,Yes,0.0018181818181818182,0.07291666666666667
9,No,0.022508038585209004,0.0374251497005988
9,Yes,0.002728512960436562,0.05
