distance_bin,agent_helping_rate,human_helping_rate
0-2,0.29963235294117646,0.09446623093681918
3-5,0.2748091603053435,0.08286882199925678
6-10,0.05016633399866933,0.07970440749538137
11+,0.004962138880342983,0.0592071391796808
