distance_bin,agent_helping_rate,human_helping_rate
0-2,0.11945278611945279,0.08085328559707615
3-5,0.19002579535683578,0.08286882199925678
6-10,0.09939997735763614,0.07970440749538137
11+,0.0071633237822349575,0.0592071391796808
