distance_bin,agent_helping_rate,human_helping_rate
0-2,0.1037344398340249,0.08085328559707615
3-5,0.017640573318632856,0.08286882199925678
6-10,0.10297297297297298,0.07970440749538137
11+,0.0005066611033290615,0.0592071391796808
