turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.2498605688789738,0.06999442275515895
0,Yes,0.21428571428571427,0.46153846153846156
1,No,0.2101133391455972,0.04475443185120605
1,Yes,0.3058103975535168,0.5107033639143731
2,No,0.10149166422930682,0.061128985083357706
2,Yes,0.2664756446991404,0.5272206303724928
3,No,0.09691629955947137,0.08311306901615272
3,Yes,0.19834710743801653,0.27823691460055094
4,No,0.03796001159084324,0.060851926977687626
4,Yes,0.028391167192429023,0.06309148264984227
5,No,0.03678516228748068,0.04743083003952569
5,Yes,0.0450281425891182,0.1270718232044199
6,No,0.052054794520547946,0.06674684305472038
6,Yes,0.02717391304347826,0.31343283582089554
7,No,0.08290816326530612,0.07188498402555911
7,Yes,0.008605851979345954,0.2647058823529412
8,No,0.06037735849056604,0.059301380991064176
8,Yes,0.0056,0.07291666666666667
9,No,0.05309734513274336,0.0374251497005988
9,Yes,0.003740648379052369,0.05
