distance_bin,agent_helping_rate,human_helping_rate
0-2,0.2988871224165342,0.09446623093681918
3-5,0.3604260089686099,0.08286882199925678
6-10,0.19964381121994657,0.07970440749538137
11+,0.01920734889870907,0.0592071391796808
