energy_bin,agent_helping_rate,human_helping_rate
0-10,0.006561842268168874,0.06813304721030043
10-20,0.023047375160051217,0.09014084507042254
20-30,0.01881331403762663,0.049132947976878616
30-40,0.02368064952638701,0.08937960042060988
40-50,0.024778761061946902,0.055651176133103844
50-60,0.021619975639464068,0.07360552041403105
60-70,0.025750159608427324,0.06935687263556116
70-80,0.021088540859047916,0.07991156032849021
80-90,0.017978149633522334,0.09403889065986612
90-100,0.013208805870580386,0.13971539456662355
