distance_bin,agent_helping_rate,human_helping_rate
0-2,0.36,0.09446623093681918
3-5,0.21897810218978103,0.08286882199925678
6-10,0.03566176470588235,0.07970440749538137
11+,0.004963131026659104,0.0592071391796808
