turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.0,0.06999442275515895
0,Yes,0.0,0.46153846153846156
1,No,0.0,0.04475443185120605
1,Yes,0.0,0.5107033639143731
2,No,0.0017548990933021352,0.061128985083357706
2,Yes,0.0,0.5272206303724928
3,No,0.005873715124816446,0.08311306901615272
3,Yes,0.011019283746556474,0.27823691460055094
4,No,0.013329469718922052,0.060851926977687626
4,Yes,0.025236593059936908,0.06309148264984227
5,No,0.02040816326530612,0.04743083003952569
5,Yes,0.013108614232209739,0.1270718232044199
6,No,0.01416819012797075,0.06674684305472038
6,Yes,0.009782608695652175,0.31343283582089554
7,No,0.010230179028132993,0.07188498402555911
7,Yes,0.0,0.2647058823529412
8,No,0.012093726379440665,0.059301380991064176
8,Yes,0.0016116035455278,0.07291666666666667
9,No,0.027225901398086828,0.0374251497005988
9,Yes,0.00628140703517588,0.05
