distance_bin,agent_helping_rate,human_helping_rate
0-2,0.40063001145475374,0.09446623093681918
3-5,0.40388548057259716,0.08286882199925678
6-10,0.10651513149200476,0.07970440749538137
11+,0.016609084591819756,0.0592071391796808
