distance_bin,agent_helping_rate,human_helping_rate
0-2,0.29156327543424315,0.09446623093681918
3-5,0.33763440860215055,0.08286882199925678
6-10,0.01599488163787588,0.07970440749538137
11+,0.006873602795693399,0.0592071391796808
