distance_bin,agent_helping_rate,human_helping_rate
0-2,0.3665869490946361,0.09446623093681918
3-5,0.24659400544959129,0.08286882199925678
6-10,0.07316480311132717,0.07970440749538137
11+,0.013532240971712725,0.0592071391796808
