distance_bin,agent_helping_rate,human_helping_rate
0-2,0.4603677869372226,0.09446623093681918
3-5,0.32067202337472606,0.08286882199925678
6-10,0.43424088601753574,0.07970440749538137
11+,0.004247868453105969,0.0592071391796808
