turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.4180145008365867,0.06999442275515895
0,Yes,0.5,0.46153846153846156
1,No,0.3926184248764894,0.04475443185120605
1,Yes,0.40978593272171254,0.5107033639143731
2,No,0.16788534659257093,0.061128985083357706
2,Yes,0.40114613180515757,0.5272206303724928
3,No,0.1066079295154185,0.08311306901615272
3,Yes,0.2892561983471074,0.27823691460055094
4,No,0.07505070993914807,0.060851926977687626
4,Yes,0.1861198738170347,0.06309148264984227
5,No,0.11391223155929038,0.04743083003952569
5,Yes,0.08333333333333333,0.1270718232044199
6,No,0.15639589169000934,0.06674684305472038
6,Yes,0.06448202959830866,0.31343283582089554
7,No,0.06692657569850552,0.07188498402555911
7,Yes,0.026979982593559618,0.2647058823529412
8,No,0.0554290053151101,0.059301380991064176
8,Yes,0.024117140396210164,0.07291666666666667
9,No,0.046129788897576234,0.0374251497005988
9,Yes,0.011461318051575931,0.05
