distance_bin,agent_helping_rate,human_helping_rate
0-2,0.13601236476043277,0.09446623093681918
3-5,0.05183585313174946,0.08286882199925678
6-10,0.007326007326007326,0.07970440749538137
11+,0.004529699792770819,0.0592071391796808
