turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.16257668711656442,0.06999442275515895
0,Yes,0.521978021978022,0.46153846153846156
1,No,0.13746004068584713,0.04475443185120605
1,Yes,0.3944954128440367,0.5107033639143731
2,No,0.1348347470020474,0.061128985083357706
2,Yes,0.3553008595988539,0.5272206303724928
3,No,0.10220264317180616,0.08311306901615272
3,Yes,0.22038567493112948,0.27823691460055094
4,No,0.05099971022891915,0.060851926977687626
4,Yes,0.14826498422712933,0.06309148264984227
5,No,0.037418147801683815,0.04743083003952569
5,Yes,0.04693140794223827,0.1270718232044199
6,No,0.051305970149253734,0.06674684305472038
6,Yes,0.02577873254564984,0.31343283582089554
7,No,0.05263157894736842,0.07188498402555911
7,Yes,0.017528483786152498,0.2647058823529412
8,No,0.037347560975609755,0.059301380991064176
8,Yes,0.005366726296958855,0.07291666666666667
9,No,0.024297646165527716,0.0374251497005988
9,Yes,0.005412719891745603,0.05
