turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.0,0.06999442275515895
0,Yes,0.0,0.46153846153846156
1,No,0.0,0.04475443185120605
1,Yes,0.0,0.5107033639143731
2,No,0.0,0.061128985083357706
2,Yes,0.0,0.5272206303724928
3,No,0.000881057268722467,0.08311306901615272
3,Yes,0.0,0.27823691460055094
4,No,0.004636337293538105,0.060851926977687626
4,Yes,0.0,0.06309148264984227
5,No,0.012669962917181705,0.04743083003952569
5,Yes,0.0,0.1270718232044199
6,No,0.007759014148790507,0.06674684305472038
6,Yes,0.0,0.31343283582089554
7,No,0.0006361323155216285,0.07188498402555911
7,Yes,0.0,0.2647058823529412
8,No,0.0007524454477050414,0.059301380991064176
8,Yes,0.0,0.07291666666666667
9,No,0.00951683748169839,0.0374251497005988
9,Yes,0.0,0.05
