distance_bin,agent_helping_rate,human_helping_rate
0-2,0.41267347473160515,0.09446623093681918
3-5,0.5944474686989657,0.08286882199925678
6-10,0.4009257218426273,0.07970440749538137
11+,0.026901785158922685,0.0592071391796808
