distance_bin,agent_helping_rate,human_helping_rate
0-2,0.31575952967949933,0.09446623093681918
3-5,0.3385348938014738,0.08286882199925678
6-10,0.3529301628908444,0.07970440749538137
11+,0.059954489991095865,0.0592071391796808
