distance_bin,agent_helping_rate,human_helping_rate
0-2,0.2981366459627329,0.09446623093681918
3-5,0.145985401459854,0.08286882199925678
6-10,0.038646090001296846,0.07970440749538137
11+,0.008119839206569168,0.0592071391796808
