turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.19604015616285556,0.06999442275515895
0,Yes,0.22527472527472528,0.46153846153846156
1,No,0.25806451612903225,0.04475443185120605
1,Yes,0.26605504587155965,0.5107033639143731
2,No,0.19099151798771571,0.061128985083357706
2,Yes,0.2664756446991404,0.5272206303724928
3,No,0.09368575624082232,0.08311306901615272
3,Yes,0.15977961432506887,0.27823691460055094
4,No,0.04462474645030426,0.060851926977687626
4,Yes,0.0473186119873817,0.06309148264984227
5,No,0.04237550262913702,0.04743083003952569
5,Yes,0.03925233644859813,0.1270718232044199
6,No,0.048880767473732295,0.06674684305472038
6,Yes,0.011943539630836048,0.31343283582089554
7,No,0.01599488163787588,0.07188498402555911
7,Yes,0.007772020725388601,0.2647058823529412
8,No,0.013740458015267175,0.059301380991064176
8,Yes,0.004042037186742118,0.07291666666666667
9,No,0.021021021021021023,0.0374251497005988
9,Yes,0.007518796992481203,0.05
