distance_bin,agent_helping_rate,human_helping_rate
0-2,0.4253521126760563,0.09446623093681918
3-5,0.20180722891566266,0.08286882199925678
6-10,0.0318874257681384,0.07970440749538137
11+,0.00727820956044813,0.0592071391796808
