distance_bin,agent_helping_rate,human_helping_rate
0-2,0.1006027852837248,0.08085328559707615
3-5,0.12343297974927676,0.08286882199925678
6-10,0.10804244981460172,0.07970440749538137
11+,0.004724148410089234,0.0592071391796808
