distance_bin,agent_helping_rate,human_helping_rate
0-2,0.3480328577604842,0.09446623093681918
3-5,0.2944558521560575,0.08286882199925678
6-10,0.3399514670196338,0.07970440749538137
11+,0.008896943735068786,0.0592071391796808
