distance_bin,agent_helping_rate,human_helping_rate
0-2,0.43232044198895025,0.09446623093681918
3-5,0.2861356932153392,0.08286882199925678
6-10,0.26640625,0.07970440749538137
11+,0.013008248246793358,0.0592071391796808
