distance_bin,agent_helping_rate,human_helping_rate
0-2,0.1484557487671944,0.08085328559707615
3-5,0.22642679900744417,0.08286882199925678
6-10,0.1378791677112058,0.07970440749538137
11+,0.006457818081890629,0.0592071391796808
