distance_bin,agent_helping_rate,human_helping_rate
0-2,0.47703180212014135,0.09446623093681918
3-5,0.4398989898989899,0.08286882199925678
6-10,0.4684307047419439,0.07970440749538137
11+,0.019294396266499494,0.0592071391796808
