turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.0373675404350251,0.06999442275515895
0,Yes,0.26373626373626374,0.46153846153846156
1,No,0.07032839290903807,0.04475443185120605
1,Yes,0.25688073394495414,0.5107033639143731
2,No,0.05118455688797894,0.061128985083357706
2,Yes,0.2979942693409742,0.5272206303724928
3,No,0.06872246696035242,0.08311306901615272
3,Yes,0.27823691460055094,0.27823691460055094
4,No,0.07389162561576355,0.060851926977687626
4,Yes,0.17665615141955837,0.06309148264984227
5,No,0.04337050805452292,0.04743083003952569
5,Yes,0.06554307116104868,0.1270718232044199
6,No,0.03761467889908257,0.06674684305472038
6,Yes,0.023001095290251915,0.31343283582089554
7,No,0.03401797175866496,0.07188498402555911
7,Yes,0.014336917562724014,0.2647058823529412
8,No,0.031273836765827616,0.059301380991064176
8,Yes,0.011874469889737066,0.07291666666666667
9,No,0.042899408284023666,0.0374251497005988
9,Yes,0.005242463958060288,0.05
