distance_bin,agent_helping_rate,human_helping_rate
0-2,0.3561887800534283,0.09446623093681918
3-5,0.34029227557411273,0.08286882199925678
6-10,0.2689509954058193,0.07970440749538137
11+,0.014325889164598843,0.0592071391796808
