turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.20524261015058562,0.06999442275515895
0,Yes,0.17032967032967034,0.46153846153846156
1,No,0.31357163615228134,0.04475443185120605
1,Yes,0.3149847094801223,0.5107033639143731
2,No,0.1883591693477625,0.061128985083357706
2,Yes,0.30945558739255014,0.5272206303724928
3,No,0.11659324522760646,0.08311306901615272
3,Yes,0.21487603305785125,0.27823691460055094
4,No,0.04491451753115039,0.060851926977687626
4,Yes,0.1167192429022082,0.06309148264984227
5,No,0.04034493378503234,0.04743083003952569
5,Yes,0.0345489443378119,0.1270718232044199
6,No,0.03955841766329347,0.06674684305472038
6,Yes,0.023732470334412083,0.31343283582089554
7,No,0.021345407503234153,0.07188498402555911
7,Yes,0.01837270341207349,0.2647058823529412
8,No,0.026943802925327175,0.059301380991064176
8,Yes,0.0008319467554076539,0.07291666666666667
9,No,0.025660377358490565,0.0374251497005988
9,Yes,0.0038022813688212928,0.05
