distance_bin,agent_helping_rate,human_helping_rate
0-2,0.30740543420351624,0.09446623093681918
3-5,0.42035928143712575,0.08286882199925678
6-10,0.33772032902467686,0.07970440749538137
11+,0.011313029737106737,0.0592071391796808
