distance_bin,agent_helping_rate,human_helping_rate
0-2,0.4668287599861063,0.09446623093681918
3-5,0.3154892496709083,0.08286882199925678
6-10,0.29508949059201467,0.07970440749538137
11+,0.004218565497276502,0.0592071391796808
