distance_bin,agent_helping_rate,human_helping_rate
0-2,0.40930232558139534,0.09446623093681918
3-5,0.3116883116883117,0.08286882199925678
6-10,0.004118404118404118,0.07970440749538137
11+,0.0028471552174119358,0.0592071391796808
