distance_bin,agent_helping_rate,human_helping_rate
0-2,0.3654985192497532,0.09446623093681918
3-5,0.41291585127201563,0.08286882199925678
6-10,0.4139750897192316,0.07970440749538137
11+,0.060114580811748565,0.0592071391796808
