distance_bin,agent_helping_rate,human_helping_rate
0-2,0.43187727509100365,0.09446623093681918
3-5,0.324881822088526,0.08286882199925678
6-10,0.355281480007957,0.07970440749538137
11+,0.06107681615633048,0.0592071391796808
