turn,partner_helped_last,agent_helping_rate,human_helping_rate
0,No,0.13859453430005578,0.06999442275515895
0,Yes,0.09340659340659341,0.46153846153846156
1,No,0.11333914559721012,0.04475443185120605
1,Yes,0.22018348623853212,0.5107033639143731
2,No,0.1324948815443112,0.061128985083357706
2,Yes,0.3495702005730659,0.5272206303724928
3,No,0.08898678414096917,0.08311306901615272
3,Yes,0.3002754820936639,0.27823691460055094
4,No,0.0651984931903796,0.060851926977687626
4,Yes,0.12933753943217666,0.06309148264984227
5,No,0.0683998761993191,0.04743083003952569
5,Yes,0.0595903165735568,0.1270718232044199
6,No,0.06221408966148216,0.06674684305472038
6,Yes,0.04008667388949079,0.31343283582089554
7,No,0.08012820512820513,0.07188498402555911
7,Yes,0.02592912705272256,0.2647058823529412
8,No,0.07612712490761271,0.059301380991064176
8,Yes,0.01818181818181818,0.07291666666666667
9,No,0.04515659140568099,0.0374251497005988
9,Yes,0.018252933507170794,0.05
