distance_bin,agent_helping_rate,human_helping_rate
0-2,0.29225352112676056,0.09446623093681918
3-5,0.32682512733446517,0.08286882199925678
6-10,0.10378722174038739,0.07970440749538137
11+,0.014695410111995856,0.0592071391796808
