turn,agent_helped,partner_helped_last,ownBPfill,ownEnergy,distance_to_partner_veg,partner_needs_help
9,0,0,0.0,0.28,1.9230769,1
10,0,0,0.0,0.23,1.9230769,1
11,0,0,0.0,0.18,8.707102,1
12,0,0,0.0,0.13,8.158924,1
13,0,0,0.0,0.08,9.805807,1
14,0,0,0.0,0.03,8.864946,1
15,0,0,0.0,0.0,8.864946,1
16,0,0,0.0,0.0,4.3001304,1
0,0,0,0.0,1.0,8.271467,1
1,0,1,0.0,0.95,9.6633415,1
2,0,0,0.0,0.9,9.0711355,1
3,0,1,0.0,0.85,10.62054,1
4,0,0,0.0,0.8,9.615384,1
5,0,1,0.0,0.75,10.750327,1
6,0,0,0.0,0.7,8.864946,1
7,0,1,0.0,0.65,9.805807,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,9.805807,1
3,0,1,0.0,0.85,9.6633415,1
4,0,1,0.0,0.8,10.750327,1
5,0,1,0.0,0.75,10.62054,1
6,0,1,0.0,0.7,11.697621,1
7,0,1,0.0,0.65,8.271467,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,9.0711355,1
10,0,0,0.0,0.5,9.615384,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,8.271467,1
2,0,0,0.0,0.9,9.6633415,1
3,0,1,0.0,0.85,9.0711355,1
4,0,0,0.0,0.8,9.805807,1
5,0,1,0.0,0.75,9.615384,1
6,0,1,0.0,0.7,10.62054,1
7,0,1,0.0,0.65,8.864946,1
8,0,0,0.0,0.6,10.750327,1
0,1,0,0.0,1.0,10.576923,1
1,0,0,25.0,0.84,4.8076925,1
2,0,1,25.0,0.79,9.899645,1
3,0,0,25.0,0.74,5.4392834,1
4,0,1,25.0,0.69,9.470056,1
5,0,0,0.0,0.31,4.3001304,1
6,0,1,0.0,0.26,1.9230769,1
7,0,0,0.0,0.21,3.0406513,1
8,0,1,0.0,0.16,10.038755,1
9,0,0,0.0,0.11,1.9230769,1
10,0,0,0.0,0.06,3.8461537,1
11,0,0,0.0,0.01,3.8461537,1
12,0,1,0.0,0.0,1.9230769,1
13,0,0,0.0,0.0,8.707102,1
14,0,1,0.0,0.0,4.9029036,1
15,0,0,0.0,0.0,9.805807,1
16,0,1,0.0,0.0,9.121955,1
17,0,0,0.0,0.0,8.864946,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.864946,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,9.615384,1
5,0,0,0.0,0.75,10.750327,1
6,0,1,0.0,0.7,9.0711355,1
7,0,0,0.0,0.65,9.805807,1
0,0,0,0.0,1.0,9.6633415,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.805807,1
3,0,0,0.0,0.85,9.0711355,1
4,0,1,0.0,0.8,10.750327,1
5,0,0,0.0,0.75,9.615384,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,10.221294,1
8,0,1,0.0,0.6,10.221294,1
9,0,0,0.0,0.55,14.677247,1
10,0,0,0.0,0.5,14.677247,1
11,0,0,0.0,0.45,8.864946,1
12,0,1,0.0,0.45,8.864946,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.805807,1
3,0,0,0.0,0.85,9.0711355,1
4,0,1,0.0,0.8,9.6633415,1
5,0,0,0.0,0.75,8.864946,1
6,0,1,0.0,0.7,10.62054,1
7,0,0,0.0,0.65,9.615384,1
8,0,0,0.0,0.6,10.750327,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.864946,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,8.271467,1
5,0,0,0.0,0.75,10.750327,1
6,0,0,0.0,0.7,9.0711355,1
7,0,0,0.0,0.65,9.805807,1
8,0,1,0.0,0.6,9.615384,1
0,1,0,0.0,1.0,1.3598212,1
1,0,0,25.0,0.74,3.9645247,1
2,1,1,0.0,0.46,8.158924,1
3,0,0,25.0,0.2,4.8076925,1
4,0,0,25.0,0.15,0.0,1
5,1,1,25.0,0.1,8.215389,1
6,0,0,50.0,0.0,4.9029036,1
7,0,0,50.0,0.0,9.071136,1
8,0,1,50.0,0.0,4.807692,1
9,0,0,50.0,0.0,3.0406513,1
10,0,0,50.0,0.0,3.0406513,1
11,0,0,50.0,0.0,3.8461545,1
12,0,1,50.0,0.0,4.0794625,1
13,0,0,50.0,0.0,0.0,1
14,0,1,50.0,0.0,4.3001313,1
15,0,1,50.0,0.0,1.3598212,1
16,0,0,50.0,0.0,3.0406513,1
17,0,0,50.0,0.0,9.899645,1
18,0,1,50.0,0.0,9.899645,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.6633415,1
3,0,0,0.0,0.85,9.0711355,1
4,0,1,0.0,0.8,10.62054,1
5,0,0,0.0,0.75,9.615384,1
6,0,1,0.0,0.7,9.805807,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,10.750327,1
9,0,0,0.0,0.55,10.750327,1
10,0,1,0.0,0.5,14.677247,1
11,0,0,0.0,0.45,14.677247,1
12,0,1,0.0,0.4,11.697621,1
13,0,0,0.0,0.4,11.697621,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,9.805807,1
3,0,1,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,8.271467,1
5,0,0,0.0,0.75,10.750327,1
6,0,1,0.0,0.7,9.0711355,1
7,0,0,0.0,0.65,11.697621,1
8,0,1,0.0,0.6,9.615384,1
0,1,0,0.0,1.0,1.3598212,1
1,0,0,25.0,0.66,6.4501963,1
2,1,0,0.0,0.46,8.158924,1
3,1,1,25.0,0.26,8.271467,1
4,0,1,50.0,0.24,4.9029036,1
5,0,0,50.0,0.19,11.578457,1
6,0,1,50.0,0.14,0.96153915,1
7,0,1,50.0,0.09,12.313702,1
8,0,0,50.0,0.04,0.0,1
9,0,1,50.0,0.0,7.7521706,1
10,0,0,50.0,0.0,7.7521706,1
11,0,0,50.0,0.0,12.936178,1
12,0,0,50.0,0.0,0.96153766,1
13,0,0,50.0,0.0,7.752171,1
14,0,0,50.0,0.0,3.9645247,1
15,0,1,50.0,0.0,8.215388,1
16,0,1,50.0,0.0,4.807692,1
0,1,0,0.0,1.0,5.6066847,1
1,1,1,25.0,0.72,9.121955,1
2,1,0,50.0,0.5,4.079462,1
3,0,1,75.0,0.3,7.322859,1
4,0,0,0.0,0.02,9.805807,1
5,0,0,0.0,0.0,7.9290485,1
6,0,1,0.0,0.0,8.864946,1
7,0,0,0.0,0.0,7.7521706,1
8,0,1,0.0,0.0,1.9230769,1
9,0,0,0.0,0.0,1.9230769,1
10,0,0,0.0,0.0,8.707102,1
11,0,0,0.0,0.0,6.799104,1
12,0,1,0.0,0.0,4.9029036,1
13,0,1,0.0,0.0,4.3001304,1
14,0,0,0.0,0.0,3.8461537,1
15,0,1,0.0,0.0,3.0406513,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.271467,1
3,0,0,0.0,0.85,10.750327,1
4,0,1,0.0,0.8,9.0711355,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,9.615384,1
7,0,0,0.0,0.65,10.221294,1
8,0,0,0.0,0.6,8.864946,1
0,0,0,0.0,1.0,9.6633415,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,10.62054,1
3,0,0,0.0,0.85,9.0711355,1
4,0,1,0.0,0.8,9.805807,1
5,0,0,0.0,0.75,9.615384,1
6,0,1,0.0,0.7,10.750327,1
7,0,0,0.0,0.65,8.864946,1
0,1,0,0.0,1.0,1.3598212,1
1,1,0,20.0,0.85,5.8488107,1
2,1,1,40.0,0.78,4.9029036,1
3,0,0,60.000004,0.77,8.600261,1
4,0,1,0.0,0.61,9.121955,1
5,0,0,0.0,0.56,8.707102,1
6,0,1,0.0,0.51,4.9029036,1
7,0,0,0.0,0.46,9.805807,1
8,0,1,0.0,0.41,9.805807,1
9,0,0,0.0,0.36,8.864946,1
10,0,1,0.0,0.31,8.864946,1
11,0,0,0.0,0.26,1.9230769,1
12,0,0,0.0,0.21,1.9230769,1
13,0,0,0.0,0.16,4.3001304,1
14,0,1,0.0,0.11,3.8461537,1
15,0,0,0.0,0.06,3.0406513,1
16,0,1,0.0,0.01,7.9290485,1
17,0,0,0.0,0.0,1.9230769,1
18,0,0,0.0,0.0,6.799104,1
19,0,0,0.0,0.0,6.799104,1
20,0,1,0.0,0.0,1.9230769,1
21,0,0,0.0,0.0,1.9230769,1
22,0,1,0.0,0.0,7.7521706,1
23,0,0,0.0,0.0,7.7521706,1
24,0,1,0.0,0.0,7.7521706,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.271467,1
3,0,0,0.0,0.85,9.805807,1
4,0,1,0.0,0.8,8.864946,1
5,0,0,0.0,0.75,10.750327,1
6,0,1,0.0,0.7,9.0711355,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,14.677247,1
10,0,1,0.0,0.5,9.615384,1
11,0,0,0.0,0.45,9.615384,1
12,0,1,0.0,0.4,10.221294,1
13,0,0,0.0,0.4,10.221294,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,9.615384,1
2,0,1,0.0,0.9,8.864946,1
3,0,0,0.0,0.85,9.805807,1
4,0,1,0.0,0.8,9.0711355,1
5,0,0,0.0,0.75,9.6633415,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,10.62054,1
8,0,1,0.0,0.6,10.750327,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.0711355,1
2,0,1,0.0,0.9,9.6633415,1
3,0,0,0.0,0.85,8.271467,1
4,0,1,0.0,0.8,10.62054,1
5,0,0,0.0,0.75,8.864946,1
6,0,1,0.0,0.7,9.805807,1
7,0,0,0.0,0.65,10.750327,1
8,0,1,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,14.677247,1
10,0,0,0.0,0.5,9.615384,1
11,0,0,0.0,0.5,9.615384,1
0,0,0,0.0,1.0,9.6633415,1
1,0,0,0.0,0.95,8.864946,1
2,0,1,0.0,0.9,9.805807,1
3,0,0,0.0,0.85,8.271467,1
4,0,1,0.0,0.8,10.750327,1
5,0,0,0.0,0.75,9.0711355,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,9.615384,1
8,0,1,0.0,0.6,9.615384,1
9,0,0,0.0,0.55,10.221294,1
10,0,1,0.0,0.55,10.221294,1
0,0,0,0.0,1.0,10.62054,1
1,0,0,0.0,0.95,8.864946,1
2,0,1,0.0,0.9,10.750327,1
3,0,0,0.0,0.85,8.271467,1
4,0,1,0.0,0.8,14.677247,1
5,0,0,0.0,0.75,9.0711355,1
6,0,1,0.0,0.7,9.6633415,1
7,0,0,0.0,0.65,9.615384,1
8,0,1,0.0,0.6,9.805807,1
0,1,0,0.0,1.0,10.576923,1
1,1,0,20.0,0.91,7.000106,1
2,1,1,40.0,0.9,4.9029036,1
3,0,0,60.000004,0.81,12.500002,1
4,0,1,60.000004,0.76,1.3598212,1
5,0,0,0.0,0.66,14.677247,1
6,0,1,0.0,0.61,1.9230769,1
7,0,0,0.0,0.56,14.677247,1
8,0,1,0.0,0.51,3.0406513,1
9,0,1,0.0,0.46,14.677247,1
10,0,1,0.0,0.41,6.799104,1
11,0,1,0.0,0.36,14.677247,1
12,0,1,0.0,0.31,8.864946,1
13,0,1,0.0,0.26,14.677247,1
14,0,1,0.0,0.21,1.9230769,1
15,0,0,0.0,0.16,14.677247,1
16,0,1,0.0,0.11,9.805807,1
17,0,1,0.0,0.06,14.677247,1
18,0,1,0.0,0.01,8.864946,1
19,0,1,0.0,0.0,14.677247,1
20,0,1,0.0,0.0,1.9230769,1
21,0,0,0.0,0.0,14.677247,1
22,0,1,0.0,0.0,3.8461537,1
23,0,0,0.0,0.0,10.038755,1
24,0,1,0.0,0.0,4.9029036,1
25,0,1,0.0,0.0,1.9230769,1
26,0,0,0.0,0.0,1.9230769,1
27,0,0,0.0,0.0,1.9230769,1
28,0,1,0.0,0.0,8.158924,1
29,0,0,0.0,0.0,8.707102,1
30,0,0,0.0,0.0,9.121955,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.271467,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,9.0711355,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,9.615384,1
7,0,0,0.0,0.65,10.750327,1
8,0,1,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,14.677247,1
10,0,0,0.0,0.5,8.864946,1
11,0,0,0.0,0.5,8.864946,1
0,0,0,0.0,1.0,8.271467,1
1,0,1,0.0,0.95,9.0711355,1
2,0,1,0.0,0.9,9.615384,1
3,0,1,0.0,0.85,14.677247,1
4,0,0,0.0,0.8,14.677247,1
5,0,0,0.0,0.75,14.677247,1
6,0,1,0.0,0.7,11.697621,1
7,0,0,0.0,0.65,11.697621,1
8,0,1,0.0,0.6,10.62054,1
9,0,0,0.0,0.55,10.62054,1
10,0,1,0.0,0.5,14.677247,1
11,0,0,0.0,0.45,14.677247,1
12,0,1,0.0,0.4,10.750327,1
13,0,0,0.0,0.35,10.750327,1
14,0,1,0.0,0.3,9.805807,1
15,0,0,0.0,0.25,9.805807,1
16,0,1,0.0,0.2,9.6633415,1
17,0,0,0.0,0.2,9.6633415,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,10.62054,1
2,0,1,0.0,0.9,9.0711355,1
3,0,0,0.0,0.85,9.6633415,1
4,0,1,0.0,0.8,9.615384,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,10.750327,1
8,0,1,0.0,0.6,10.750327,1
9,0,0,0.0,0.55,11.697621,1
10,0,1,0.0,0.55,11.697621,1
0,1,0,0.0,1.0,10.038755,1
1,1,0,20.0,0.83,7.692309,1
2,0,1,40.0,0.7,0.0,1
3,1,0,40.0,0.65,0.96153843,1
4,1,1,60.000004,0.58,5.178043,0
5,1,0,80.0,0.48,4.902904,0
6,0,1,100.0,0.44,4.3001304,0
7,0,0,100.0,0.39,3.8461537,0
8,0,1,100.0,0.34,4.3001304,0
9,0,1,100.0,0.29,3.9645247,0
10,0,1,100.0,0.24,4.079462,0
11,0,0,100.0,0.19,4.3001304,0
12,0,0,100.0,0.14,1.3598212,0
13,0,0,100.0,0.09,0.0,0
14,0,1,100.0,0.04,4.3001304,0
15,0,0,100.0,0.0,4.3001304,0
16,0,0,100.0,0.0,3.0406523,0
17,0,0,100.0,0.0,3.0406523,0
18,0,1,100.0,0.0,4.8076925,0
19,0,0,100.0,0.0,4.8076925,0
0,1,0,0.0,1.0,6.799104,1
1,1,0,20.0,0.86,4.9029036,1
2,1,1,40.0,0.75,0.0,1
3,0,0,60.000004,0.63,4.9029036,1
4,0,1,0.0,0.47,4.3001304,1
5,0,0,0.0,0.42,7.9290485,1
6,0,1,0.0,0.37,1.9230769,1
7,0,0,0.0,0.32,7.7521706,1
8,0,1,0.0,0.27,3.0406513,1
9,0,0,0.0,0.22,6.799104,1
10,0,1,0.0,0.17,8.707102,1
11,0,0,0.0,0.12,1.9230769,1
12,0,0,0.0,0.07,1.9230769,1
13,0,0,0.0,0.02,4.9029036,1
14,0,1,0.0,0.0,8.864946,1
15,0,0,0.0,0.0,3.8461537,1
16,0,1,0.0,0.0,9.805807,1
0,1,0,0.0,1.0,1.3598212,1
1,1,0,33.333336,0.84,5.8488107,1
2,1,1,66.66667,0.66,5.6066847,0
3,0,0,100.0,0.38,12.3137,0
4,0,1,100.0,0.33,9.899645,0
5,0,0,100.0,0.28,12.238387,0
6,0,1,100.0,0.23,9.615384,0
7,0,0,100.0,0.18,9.805807,0
8,0,0,100.0,0.13,9.470056,0
9,0,0,100.0,0.08,4.8076925,0
10,0,1,100.0,0.03,1.3598206,0
11,0,0,100.0,0.0,1.3598206,0
12,0,1,100.0,0.0,9.805807,0
13,0,0,100.0,0.0,4.8076925,0
14,0,1,100.0,0.0,0.96153843,0
15,0,0,100.0,0.0,4.9029036,0
16,0,1,100.0,0.0,0.0,0
17,0,0,100.0,0.0,6.081303,0
18,0,1,100.0,0.0,9.805807,0
19,0,0,100.0,0.0,9.805807,0
20,0,0,100.0,0.0,9.805807,0
21,0,0,100.0,0.0,12.936178,0
22,0,1,100.0,0.0,12.936178,0
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.6633415,1
3,0,0,0.0,0.85,8.864946,1
4,0,1,0.0,0.8,10.62054,1
5,0,0,0.0,0.75,9.0711355,1
6,0,1,0.0,0.7,9.805807,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,10.750327,1
9,0,0,0.0,0.55,9.615384,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.864946,1
3,0,0,0.0,0.85,10.750327,1
4,0,1,0.0,0.8,9.0711355,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,9.615384,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,10.221294,1
9,0,0,0.0,0.6,10.221294,1
0,0,0,0.0,1.0,9.6633415,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.805807,1
3,0,0,0.0,0.85,8.864946,1
4,0,1,0.0,0.8,10.750327,1
5,0,0,0.0,0.75,10.221294,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,9.615384,1
10,0,1,0.0,0.5,9.615384,1
11,0,0,0.0,0.45,9.0711355,1
12,0,1,0.0,0.45,9.0711355,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,9.0711355,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,8.864946,1
5,0,0,0.0,0.75,10.750327,1
6,0,1,0.0,0.7,9.615384,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,9.805807,1
10,0,1,0.0,0.55,9.805807,1
0,1,0,0.0,1.0,1.3598212,1
1,0,0,33.333336,0.66,7.9290485,1
2,0,1,0.0,0.46,6.799104,1
3,0,0,0.0,0.41,7.7521706,1
4,0,1,0.0,0.36,8.864946,1
5,0,0,0.0,0.31,4.3001304,1
6,0,1,0.0,0.26,10.038755,1
7,0,0,0.0,0.21,1.9230769,1
8,0,0,0.0,0.16,4.9029036,1
9,0,0,0.0,0.11,3.8461537,1
10,0,1,0.0,0.06,3.0406513,1
11,0,0,0.0,0.01,9.121955,1
12,0,1,0.0,0.0,1.9230769,1
13,0,0,0.0,0.0,8.707102,1
14,0,1,0.0,0.0,9.805807,1
15,0,0,0.0,0.0,1.9230769,1
16,0,0,0.0,0.0,8.864946,1
17,0,0,0.0,0.0,8.158924,1
0,1,0,0.0,1.0,11.538463,1
1,0,0,33.333336,0.82,0.96153915,1
2,1,1,33.333336,0.77,4.3001304,1
3,0,0,66.66667,0.61,3.8461545,1
4,0,1,66.66667,0.56,5.6066847,1
5,0,0,0.0,0.36,3.0406513,1
6,0,1,0.0,0.31,9.121955,1
7,0,0,0.0,0.26,1.9230769,1
8,0,0,0.0,0.21,4.3001304,1
9,0,0,0.0,0.16,4.9029036,1
10,0,1,0.0,0.11,1.9230769,1
11,0,0,0.0,0.06,9.805807,1
12,0,1,0.0,0.01,8.707102,1
13,0,0,0.0,0.0,8.864946,1
14,0,1,0.0,0.0,3.8461537,1
15,0,0,0.0,0.0,1.9230769,1
16,0,0,0.0,0.0,1.9230769,1
17,0,0,0.0,0.0,10.038755,1
18,0,1,0.0,0.0,10.038755,1
0,1,0,0.0,1.0,11.578457,1
1,1,0,33.333336,0.84,5.4392834,1
2,1,1,66.66667,0.74,12.936178,0
3,0,0,100.0,0.58,4.9029036,0
4,0,1,100.0,0.53,7.3228583,0
5,0,0,100.0,0.48,4.079462,0
6,0,1,100.0,0.43,5.178043,0
7,0,0,100.0,0.38,4.9029036,0
8,0,0,100.0,0.33,4.300131,0
9,0,0,100.0,0.28,4.300131,0
10,0,1,100.0,0.23,4.9029036,0
11,0,0,100.0,0.18,5.6066847,0
12,0,1,100.0,0.13,0.0,0
13,0,0,100.0,0.08,4.8076925,0
14,0,1,100.0,0.03,1.3598206,0
15,0,0,100.0,0.0,4.9029036,0
16,0,0,100.0,0.0,4.9029036,0
17,0,0,100.0,0.0,4.3001313,0
18,0,1,100.0,0.0,4.3001313,0
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.271467,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,9.0711355,1
5,0,0,0.0,0.75,11.697621,1
6,0,1,0.0,0.7,9.615384,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,10.750327,1
10,0,1,0.0,0.5,10.750327,1
11,0,0,0.0,0.45,9.805807,1
12,0,1,0.0,0.45,9.805807,1
0,0,0,0.0,1.0,10.62054,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.6633415,1
3,0,0,0.0,0.85,8.864946,1
4,0,1,0.0,0.8,9.805807,1
5,0,0,0.0,0.75,9.0711355,1
6,0,1,0.0,0.7,9.615384,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,10.750327,1
10,0,1,0.0,0.55,10.750327,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,8.271467,1
2,0,1,0.0,0.9,9.805807,1
3,0,0,0.0,0.85,9.0711355,1
4,0,1,0.0,0.8,9.6633415,1
5,0,0,0.0,0.75,9.615384,1
6,0,1,0.0,0.7,10.62054,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,10.750327,1
9,0,0,0.0,0.55,14.677247,1
10,0,1,0.0,0.5,11.697621,1
11,0,0,0.0,0.5,11.697621,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,10.750327,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,8.864946,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,8.271467,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,9.0711355,1
9,0,0,0.0,0.55,9.615384,1
0,1,0,0.0,1.0,1.3598212,1
1,0,0,20.0,0.87,3.9645247,1
2,1,1,0.0,0.73,8.158924,1
3,1,0,20.0,0.6,5.8488107,1
4,0,1,40.0,0.51,4.9029036,1
5,0,0,40.0,0.46,9.899645,1
6,0,1,40.0,0.41,1.3598212,1
7,0,0,40.0,0.36,0.0,1
8,0,1,40.0,0.31,0.0,1
9,0,0,40.0,0.26,3.0406513,1
10,0,0,40.0,0.21,3.0406513,1
11,0,0,40.0,0.16,3.8461545,1
12,0,1,40.0,0.11,8.600263,1
13,0,0,40.0,0.06,6.156851,1
14,0,1,40.0,0.01,4.0794625,1
15,0,0,40.0,0.0,9.071136,1
16,0,1,40.0,0.0,3.0406513,1
17,0,0,40.0,0.0,3.0406513,1
18,0,0,40.0,0.0,7.692309,1
19,0,0,40.0,0.0,7.692309,1
20,0,1,40.0,0.0,4.807692,1
21,0,0,40.0,0.0,4.807692,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.271467,1
3,0,0,0.0,0.85,10.750327,1
4,0,1,0.0,0.8,8.864946,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,9.0711355,1
7,0,0,0.0,0.65,14.677247,1
8,0,0,0.0,0.6,14.677247,1
9,0,0,0.0,0.55,14.677247,1
10,0,1,0.0,0.5,9.615384,1
11,0,0,0.0,0.45,9.615384,1
12,0,1,0.0,0.4,10.221294,1
13,0,0,0.0,0.4,10.221294,1
0,0,0,0.0,1.0,1.3598212,1
1,0,0,0.0,0.95,9.805807,1
2,0,0,0.0,0.9,10.62054,1
3,0,0,0.0,0.85,8.271467,1
4,0,1,0.0,0.8,9.6633415,1
5,0,0,0.0,0.75,9.0711355,1
6,0,1,0.0,0.7,10.750327,1
7,0,0,0.0,0.65,9.615384,1
8,0,1,0.0,0.6,9.615384,1
9,0,0,0.0,0.55,11.697621,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,9.0711355,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,9.615384,1
5,0,0,0.0,0.75,9.805807,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,10.750327,1
8,0,1,0.0,0.6,10.750327,1
9,0,0,0.0,0.55,11.697621,1
10,0,1,0.0,0.55,11.697621,1
0,1,0,0.0,1.0,1.3598212,1
1,1,0,20.0,0.92,3.964524,1
2,1,1,40.0,0.83,6.156851,1
3,1,0,60.000004,0.75,5.178044,0
4,0,1,80.0,0.65,7.322859,1
5,0,0,0.0,0.51,6.799104,1
6,0,1,0.0,0.46,4.3001304,1
7,0,0,0.0,0.41,4.9029036,1
8,0,1,0.0,0.36,1.9230769,1
9,0,0,0.0,0.31,3.8461537,1
10,0,1,0.0,0.26,8.707102,1
11,0,0,0.0,0.21,1.9230769,1
12,0,0,0.0,0.16,8.864946,1
13,0,0,0.0,0.11,8.864946,1
14,0,1,0.0,0.06,9.805807,1
15,0,0,0.0,0.01,9.805807,1
16,0,1,0.0,0.0,1.9230769,1
17,0,0,0.0,0.0,1.9230769,1
18,0,1,0.0,0.0,3.0406513,1
19,0,0,0.0,0.0,3.0406513,1
20,0,1,0.0,0.0,9.121955,1
21,0,1,0.0,0.0,9.121955,1
22,0,1,0.0,0.0,10.038755,1
23,0,1,0.0,0.0,10.038755,1
0,0,0,0.0,1.0,8.271467,1
1,0,0,0.0,0.95,9.6633415,1
2,0,1,0.0,0.9,8.864946,1
3,0,0,0.0,0.85,10.62054,1
4,0,1,0.0,0.8,9.615384,1
5,0,0,0.0,0.75,10.750327,1
6,0,1,0.0,0.7,14.677247,1
7,0,0,0.0,0.65,9.805807,1
8,0,1,0.0,0.6,9.0711355,1
0,1,0,0.0,1.0,5.6066847,1
1,1,0,20.0,0.86,9.121955,1
2,1,1,40.0,0.85,4.9029036,1
3,0,0,60.000004,0.77,4.9029036,1
4,0,1,60.000004,0.72,0.0,1
5,0,0,60.000004,0.67,7.3228583,1
6,0,0,60.000004,0.62,4.9029036,1
7,0,0,60.000004,0.57,7.752171,1
8,0,0,60.000004,0.52,1.3598206,1
9,0,0,60.000004,0.47,6.933753,1
10,0,0,60.000004,0.42,4.9029036,1
11,0,0,60.000004,0.37,4.9029036,1
12,0,0,60.000004,0.32,4.9029036,1
13,0,0,60.000004,0.27,4.8076925,1
14,0,1,60.000004,0.22,4.8076925,1
15,0,0,60.000004,0.17,5.6066847,1
16,0,1,60.000004,0.12,5.6066847,1
17,0,0,60.000004,0.07,4.300131,1
