distance_bin,agent_helping_rate,human_helping_rate
0-2,0.16946277097078227,0.09446623093681918
3-5,0.29971671388101984,0.08286882199925678
6-10,0.26947111720774275,0.07970440749538137
11+,0.00846080573765899,0.0592071391796808
