distance_bin,agent_helping_rate,human_helping_rate
0-2,0.12006382130035899,0.09446623093681918
3-5,0.015586854460093896,0.08286882199925678
6-10,0.17172864036332672,0.07970440749538137
11+,0.0005363368195226602,0.0592071391796808
