distance_bin,agent_helping_rate,human_helping_rate
0-2,0.11761263897015799,0.09446623093681918
3-5,0.1855873642645607,0.08286882199925678
6-10,0.2417314433775339,0.07970440749538137
11+,0.001946026385828349,0.0592071391796808
